자료분류,파일명,파일명_id,첨부파일경로,기사제목,기사/파일경로,"첨부
파일",Key Words,Key takeaways,Viewpoint,페이스북Group,작성일자,작성자명
Daily News Briefing,Daily_News_Briefing_180202,20180202001,DNB.ZIP,中 TV 의 진화. AI로 '영상 속 인물 검색',http://m.zdnet.co.kr/news_view.asp?article_id=20180202065302,-,"#하이센스, #AITV, #VIDAAAI, #실시간이미지검색","가전기업 하이센스가 이미지 인식이 가능한 AI TV를 만들 수 있는 'VIDAA AI' TV시스템을 발표함. TV에서 방송 화면을 보다가 리모컨의 버튼을 누르면 화면에 자동으로 이미지 공유와 이미지 인식을 할 수 있는 '실시간 이미지 검색'이 핵심 기능임. 이 기능을 이용해 2만 명 이상의 스타에 대한 검색을 지원하며, 1천여개 이상의TV 방송국 로고도 인식해 냄.","월드컵 기간에는 스포츠 스타에 대한 검색 기능도 지원할 예정임. 시청자들이 월드컵을 보다가 리모컨 버튼만 누르면 운동 선수에 대한 정보를 알 수 있으며, 이 선수에 대한 최신 뉴스는 물론 아이템 쇼핑까지 할 수 있음. 한편, '2017 중국 TV 소비 및 2018 동향 예측 보고서'에 따르면 지난해 중국 시장의 TV 판매량은 4,800만 대에 이르고 그 중, AI TV의 점유율이 크게 상승했음.
소비자가 점차 빠르고 간편한 쇼핑 방식을 원하고 막연하고 번거로운 검색과정에 피로를 느끼고 있음. 이와 같은 상황에서 , 실시간 이미지 검색을 투자 및 보험과 연계하는 방안이나 , 쇼핑관련 사업추진에 적극적으로 도입하는 방안 등을 검토 가능하다고 생각됨. 필요시, 이와 같은 기술을 보유한 기업과의 협업 또는 스타트업에 대한 투자를 검토해 볼 수 있음.",DNB room,20180202,
Daily News Briefing,Daily_News_Briefing_180202,20180202001,DNB.ZIP,"하나카드, 핀테크-빅데이터 결합 맞춤형 서비스 ‘나만의 Pick’ 오픈",http://www.nspna.com/news/?mode=view&newsid=265310,-,"#하나카드, #나만의Pick","하나카드는 핀테크와 빅데이터 기술을 결합해 손님 개개인의 라이프 스타일에 맞는 서비스와 혜택을 제공하는 제공하는 ‘나만의 Pick’ 서비스를 제공함. 하나카드는 해당 서비스 개발을 위해 손님이 보유하고 있는 카드상품, 소비패턴, 거주지역, 유사손님 그룹핑, 선호가맹점 등 다양한 요소들을 분석해 데이터를 만들었음.","하나카드뿐만 아니라, 많은 은행과 카드사가 기존 마케팅 방식을 탈피하고자 새로운 마케팅 전략을 선보이고 있음. 이에 점차 금융사들의 금융사들의 디지털 마케팅 분야에서의 경쟁력 확보 및 선두그룹 진입을 위한 과감한 투자가 치열해지고 있음.
일방적인 마케팅이 아닌, 고객이 직접 원하는 혜택을 고를 수 있다는 점은 당사의 마케팅 전략에서도 벤치마킹 할 필요가 있다고 생각됨. 또한, 과열되고 있는 금융사들의 핀테크, 빅데이터 경쟁에서 선두를 유지하기 위해, 더욱 적극적인 핀테크 기술에 대한 투자와 빅데이터 활용 전략에 대한 고민이 필요함.",DNB room,20180202,
Daily News Briefing,Daily_News_Briefing_180202,20180202001,DNB.ZIP,좋아요' 받으면 돈 버는 블록체인 新세상,http://news.mt.co.kr/mtview.php?no=2018012812504092218,-,"#SNS, #좋아요, #스팀잇","SNS에 글을 쓰고 '좋아요'를 받으면 돈을 버는 서비스가 여전히 각광받고 있음. 특히, 블록체인기반의 SNS를 활용한 '스팀잇'이 대표적임. 한편, 앞으로 코닥, 텔레그램 등도 블록체인과 가상통화를 활용한 새로운 사업을 모색 중이며, 그간 한정된 공간에서만 돈을 벌었던 콘텐츠 제작자들에게 새로운 기회가 생길 것으로 보임.","'스팀잇'의 서비스 취지는, 저자에게 제3자나 광고 없이 콘텐츠 그 자체로 수익을 창출할 수 있도록 하는 것과, 사람들을 플랫폼으로 끌어들이고 긍정적인 온라인 커뮤니티를 구축하는 것이라고 함. 무엇보다 좋은 콘텐츠를 작성해야 더 많은 보상을 받기 때문에 고품질 콘텐츠가 많아지는 구조임.
전세계적으로 이슈가 되고 있는 블록체인을 활용해, 다수의 양질의 콘텐츠를 만들어 내는 방안은 당사가 플랫폼 사업과 관련해 밴치마킹 할 수 있다고 생각됨. 이를 적절하게 활용해, 당사의 플랫폼에서 사용자 및 콘텐츠 규모를 확대하는 방안을 검토해볼 필요가 있음.",DNB room,20180202,
Daily News Briefing,Daily_News_Briefing_180202,20180202001,DNB.ZIP,판 커지는 간편 송금 전쟁…금융 소비자 선택권 넓어진다,http://news.joins.com/article/22339371,-,"#SC제일은행, #핀테키, #키보드뱅킹",SC 제일은행은 이스라엘 핀테크 업체 '핀테키'와 기술 제휴를 통해 앱 실행 없이 키보드 한 번만 누르면 돈이 전송되는 키보드뱅킹을 선보임. 출금 계좌만 연동해 놓으면 어느 화면에서든 이체가 가능하고 저장된 연락처로도 송금이 가능하다는 편리함으로 출시 일주일 만에 가입자가 1만 명을 넘어섬. 신한은행도 핀테키와 제휴를 통해 이달 중 키보드뱅킹을 선보일 예정임.,"현재 대형 은행은 자체적으로 개발한 디지털 플랫폼을 통해, 간편 송금 서비스를 늘리고 있음. 간편 송금은 수수료 수익성이 없음에도 불구하고, 고객과의 접점을 강화해 기존 고객의 충성도를 높이고 신규 고객을 창출하는 효과를 통해, 디지털 혁신 회사라는 브랭딩을 기대하는 것임.
연내 법령 개정으로 공인인증서의 우월적 지위가 사라지면, 사설 인증 수단이 동등한 대우를 받기 때문에 금융회사들은 사설 인증 개발과 적용에 힘쓰고 있음. 당사도 생체인식, 음성인식 등의 다양한 다양한 인증 수단 중, 고객이 가장 편리하고 안전하게 사용할 수 있는 수단을 선정하여, 당사 금융상품 프로세스에 적용하는 방안을 고려할 필요가 있음.",DNB room,20180202,
Daily News Briefing,Daily_News_Briefing_180202,20180202001,DNB.ZIP,"SK텔레콤, 이더리움연합체(EEA) 가입",http://news.inews24.com/php/news_view.php?g_serial=1075158&q_menu=020300,-,"#SK텔레콤, #이더리움연합체, #EEA","SK 텔레콤이 가입자 빅데이터에 대한 정보관리와 보안강화를 목적으로 이더리움 연합체(EEA)에 가입함. 이더리움 연합체는 이더리움 기반의 블록체인 기술 연구 지원 협력체이며, 회원사에 각 기업이 가진 기술과 접목할 수 있는 사례 연구를 목표로 함.","SK 텔레콤은 국내 대기업 중 삼성 SDS 에 이어 두번째로 이더리움 연합체에 가입함. 두 기업은 EEA를 통해 블록체인 표준 작업에 참여해 향후 블록체인 생태계 확장까지 고려하는 것으로 보임.
블록체인을 보험산업에 접목시킬 방안과 더불어 향후 블록체인 기술의 표준 지정이 어느 방향으로 흘러갈지에 대해 지속적인 관심을 기울여 빠르게 대응할 필요가 있음.",DNB room,20180202,
Daily News Briefing,Daily_News_Briefing_180201,20180201001,DNB.ZIP,"텐센트, 새 신용 시스템에 결제와 소셜 데이터 활용",https://www.techinasia.com/tencent-credit-launch,-,"#텐센트, # TencentCredit, #honor, #security, #wealth, #consumption, #social","텐센트가 자사의 신용평가 서비스인 Tencent Credit을 론칭함. 텐센트 크레딧은 honor, security, wealth, consumption, social의 다섯가지 메트릭스를 활용해 이용자의 스코어를 정함. 이 카테고리에는 위쳇페이와 QQ 월렛에서의 모바일 결제 기록, 금융 자산과 소셜 네트워크 등이 포함됨.","테크 회사들은 고객에 대해 다방면으로 파악할 수 있는 지표들을 가지고 신용을 평가하고자 함. 현실적으로는 규제의 벽을 넘기 힘든 점과 데이터의 신뢰도 등의 문제가 여전히 존재하지만, 다차원적인 접근으로 인해 핀테크, 마이크로 금융, 모바일 결제와 함께 다양한 모델이 생겨날 것으로 예상됨.
젊은 세대를 위한 재테크 또는 대출 상품을 개발하는 데 있어서 신용 평가 모델 역시 핀테크 스타트업 등과의 협업을 통해 다각도로 개발할 필요가 있음.",DNB room,20180201,
Daily News Briefing,Daily_News_Briefing_180201,20180201001,DNB.ZIP,"LG 전자-美하니웰, 자율차 보안 솔루션 공동개발",http://news.donga.com/3/all/20180131/88457445/1?lbFB=b03b93a030be52ea522997144069547,-,"#LG전자, #하니웰, #차세대차량용보안솔루션공동개발협약, #자율주행",LG전자가 美항공기 및 차량용 보안 기업 하니웰과 '차세대 차량용 보안 솔루션 공동 개발 협약'을 체결함. 양사는 자율주행차에 필요한 보안 솔루션을 개발할 예정이며 기존에 없었던 올인원 보안 솔루션을 선보일 계획임.,"하니웰의 항공기 보안 분야에서 30여년 동안 축적해 온 경험을 가지고 있음. 이에 LG 전자의 소프트웨어 및 개별 전장부품에 탑재되는 방화벽 기술 등이 더해져 차량 내 통신 해킹 탐지 및 방어 기술과 클라우드 보안 관제 기술을 갖춰질 것으로 기대됨.
LG전자의 이번 협업은 글로벌 자율주행차의 필수조건인 보안 분야의 효과적인 대응 방안을 마련할 것으로 보임. 국내 자율주행 시장의 성장에 해외 관련 기술 보유 업체들과의 협업이 큰 역할을 할 수 있을 것으로 예상되며 당사는 이와 같은 국내외 업체에 관심을 가져야할 것으로 생각됨.",DNB room,20180201,
Daily News Briefing,Daily_News_Briefing_180201,20180201001,DNB.ZIP,"""나를 더 알고 싶어""… 포털서 '자기탐색형' 검색 급증",http://www.yonhapnews.co.kr/bulletin/2018/01/31/0200000000AKR20180131187300033.HTML?input=1195m,-,"#내게맞는, #forme, #내가뭘해야할까?","AI 기술의 발달로 인해 인터넷 검색창이 단순 외부 자료 검색 외 사용자 자신에 관한 정보를 파악하는 도구로 점차 바뀌고 있다는 주장이 나옴. 구글의 모바일 검색에서 '내게 맞는(for me)’ 이란 키워드가 포함된 검색 질의가 최근 2년 사이 60%나 증가했음. 또한, '내가 뭘 해야 할까 ?(Should I…)’란 어구가 포함된 검색 질의도 최근 2년 동안 65%가 증가하며, 자기 행동 결정에 검색을 활용하는 경우도 많아졌음.","나'를 앞세운 검색 행태는 구글, 애플, 네이버 등 국내외 IT 기업이 공격적으로 투자하는 AI 스피커의 음성 기반 검색과도 연관성이 깊음. 구글은 이런 경향 관련, 검색은 홍보 수단으로 활용하며 이에 맞춰진 정보 제공에 앞서나갈 수 있는 업체들이 성공할 수 있을 것이라고 예측함. 향후 고객 맞춤형 콘텐츠를 제공할 수 있는 기업이 우위를 가질 것으로 생각됨.
고객들은 고객들은 점차, 본인에게 최적화 된 답을 빠르게 얻는 것에 관심을 갖게 됐음. 이런 현상은 당사의 로보어드바이저 관련 전략 및 마케팅 전략 등에서 응용할 수 있을 것으로 보임. 또한, Zumo 등 당사가 보유하고 잇는 각종 플랫폼에서 고객의 '자기탐색', '자기 행동결정'에 대한 니즈를 만족시킬수 있는 콘텐츠 제작을 검토할 필요가 있다고 생각됨.",DNB room,20180201,
Daily News Briefing,Daily_News_Briefing_180201,20180201001,DNB.ZIP,"美포드, ‘인공지능 경찰차 경찰차’ 특허 출원",http://www.bloter.net/archives/301538,-,"#포드, #자율주행경찰차, #특허",미국 자동차회사 포드가 교통법규 위반을 적발할 수 있는 자율주행경찰자를 특허 출원했다고 밝힘. 이는 AI 활용 교통위반 감지 및 추격을 차가 알아서 하고 운전자에게 벌금을 부과할 수 있도록 설계된 기술임.,"미국 특허청은 아직 해당 특허를 검토 중이며 특허가 수리된다 해도 실제 자율주행경찰차가 생산돼 도로를 추행하게 될지는 미지수임. 특허 출원이 반드시 제품 생산으로 연결되는 것이 아닌만큼 포드의 관련 사업에 대해서는 아직 지켜봐야할 것으로 생각됨.
AI활용 다양한 서비스가 시도되고 있음. 이번 특허 출원으로 포드는 자율주행차량의 시스템을 교통 법규 데이터베이스에 적용하는 시도를 보이고 있으며 당사 또한 보유 AI 기술 인프라를 다양한 사업 영역에서 활용할 수 있는 방안을 마련해야할 필요가 있을 것으로 사료됨.",DNB room,20180201,
Daily News Briefing,Daily_News_Briefing_180201,20180201001,DNB.ZIP,예쁜 쓰레기'인데…왜 사세요?,http://news.mt.co.kr/mtview.php?no=2018013114453076252,-,"#예쁜쓰레기, #정서적만족감","'예쁜 쓰레기'라 불렸던 디자인 소품들에 젊은층이 지갑을 열고 있음. 대표 소품들은 그냥 '예쁜 것' 들인데, 즉, 실용성은 떨어지지만 아기자기하고 귀엽다는 이유로 사랑받는 물건들임. 보고 있으면 기분이 좋고 스트레스가 풀린다는 '정서적 만족감'이 구매 이유임. 
*예쁜쓰레기 : 크게 실용성은 없지만, 그저 예뻐서 구매하는 제품","이런 현상은, 가성비가 아닌 '가심 (心)비'를 중시하는 소비성향이 나타난 것으로 분석됨. 또한, 청년들이 점점 희망을 느끼는 것이 줄어들고 팍팍해져 심리적으로 안정감을 주거나 행복감을 주는 것들을 것들을 더 찾는 것도 한가지 이유임.
현재의 밀레니엄 세대의 소비 트렌드의 중심에는 '가심비'라는 키워드가 자리잡고 있음. 따라서, 가성비 보다는 '가심비'를 만족시킬 수 있는 각종 마케팅 전략과 콘텐츠 제작 방안에 대해 고민해볼 필요가 있다고 생각됨.",DNB room,20180201,
Daily News Briefing,Daily_News_Briefing_180131,20180131001,DNB.ZIP,간단보험 온라인 쇼핑몰 판매 허용,http://www.yonhapnews.co.kr/bulletin/2018/01/30/0200000000AKR20180130064400002.HTML?input=1195m,-,"#간단보험, #간편보험, #여행자보험, #레저보험, #드론피해보상책임보험","상반기부터 인터넷 쇼핑몰에서 간단보험(가입기간이 짧고, 보험료가 소액이며, 보장이 간단)을 구매할 수 있는 정책을 시행함. 여행자보험, 레저보험, 드론피해보상책임보험 등이 간편보험에 해당됨. 항공권을 구입하면서 여행자보험을 가입하거나 애견숍에서 애견용품을 사면서 애견보험을 들 수 있게 된 것으로 가입서류는 간소화하되, 고객보호 장치는 세부화하여 규정 한다고 함.","이용자들의 손해보험 상품의 가입 편의성이 제고될 것으로 판단됨. 또한 관련 서비스 기업들 간 고객 접점 활용 마케팅 경쟁이 치열해질 것으로 예상됨.
고객의 실생활 보장을 목적으로 한 손보상품의 고객 반응을 모니터링하면서 생보사 상품이 터치할 수 있는 전략을 수립해야 할 것으로 사료됨.s［여행자보험 + 버킷리스트저축보험] 형태로 지금 떠나는 여행뿐만 아니라 인생의 여행을 생각하고 준비할 수 있도록 유도하는 방안 검토가 필요함.",DNB room,20180131,
Daily News Briefing,Daily_News_Briefing_180131,20180131001,DNB.ZIP,성장률로 바라본 P2P 금융 지형도,http://platum.kr/archives/95124,-,"#P2P금융시장, #어니스트펀드, #루프펀딩, #테라펀딩","2030 청년층 신규 투자자가 대거 유입되면서 P2P 금융 시장이 꾸준한 성장세를 보이고 있음. 대부분의 업체가 높은 성장률을 기록했는데, 그 중에서도 어니스트펀드는 작년 392% 성장함. 부동산을 집중 공략하는 루프펀딩, 테라펀딩 역시 200%대 이상의 성장율을 보임.","저금리 시대에 다양한 투자 방법이 나오면서, P2P 금융 역시 은행 금리보다 높은 수익률을 제공하며 밀레니얼 세대의 재테크로 자리잡았음. 여러 P2P 금융사들이 성장하고 있는 것으로 보아 점차 주요 재테크의 한 방법으로 자리잡을 것으로 예상됨.
관심있어 하는 정보만 받아보는 트렌드를 따라, 페르소나의 관심사로 묶은 다양한 형태의 금융 상품(P2P 금융, 펀드...) 등 밀레니얼 세대에 어필할 수 있는 금융 상품 개발을 고민할 필요가 있음.",DNB room,20180131,
